,type,date(yyyyMMddHHmmss),author,message,latitude,longitude, location,spam,hashtags,sentiment_score,sentiment,datetime,seconds,tokens,keywords,labels,score_fire,score_emergency,score_crime
1031,mbdata,20140123183200,lordWally,rt @anaregents dr. newman's speech is moving. activism is people acting˜for the people!˜#pokrally,,,,0,['#POKrally'],0.0,1,2014-01-23 18:32:00,66720.0,"['rt', '@', 'anaregents', 'dr.', 'newman', ""'s"", 'speech', 'is', 'moving', '.', 'activism', 'is', 'people', 'acting˜for', 'the', 'people', '!', '˜', '#', 'pokrally']","['anaregents', 'dr.', 'newman', 'speech', 'moving', 'activism', 'people', 'acting˜for', 'people', '˜', 'pokrally']",[],0.0,0.0,0.0
1032,mbdata,20140123183400,klingon4real,"rt @reggiewassali drnewman """"real education is experience & particpation"""" the reason im here #pokrally""""",,,,1,['#POKRally'],0.2,1,2014-01-23 18:34:00,66840.0,"['rt', '@', 'reggiewassali', 'drnewman', '``', ""''"", 'real', 'education', 'is', 'experience', '&', 'particpation', ""''"", ""''"", 'the', 'reason', 'im', 'here', '#', 'pokrally', ""''"", ""''""]","['reggiewassali', 'drnewman', '``', 'real', 'education', 'experience', '&', 'particpation', 'reason', 'im', 'pokrally']",[],0.0,0.0,0.0
1033,ccdata,20140123183100,,traffic stop,,,N. Carnero St / N. Pilai St,0,[],0.0,1,2014-01-23 18:31:00,66660.0,"['traffic', 'stop']","['traffic', 'stop']",['emergency'],0.0,22.5,0.0
1034,mbdata,20140123183100,KronosQuoth,there are no traffic jams along the extra mile.  #kronosstar #pokrally,,,,0,"['#KronosStar', '#POKRally']",0.0,1,2014-01-23 18:31:00,66660.0,"['there', 'are', 'no', 'traffic', 'jams', 'along', 'the', 'extra', 'mile', '.', '#', 'kronosstar', '#', 'pokrally']","['traffic', 'jams', 'along', 'extra', 'mile', 'kronosstar', 'pokrally']",['emergency'],0.0,22.5,0.0
1035,mbdata,20140123183100,KronosQuoth,"you take your life in your own hands, and what happens? a terrible thing, no one to blame.  #kronosstar #pokrally",,,,1,"['#KronosStar', '#POKRally']",-0.2,0,2014-01-23 18:31:00,66660.0,"['you', 'take', 'your', 'life', 'in', 'your', 'own', 'hands', ',', 'and', 'what', 'happens', '?', 'a', 'terrible', 'thing', ',', 'no', 'one', 'to', 'blame', '.', '#', 'kronosstar', '#', 'pokrally']","['take', 'life', 'hands', 'happens', 'terrible', 'thing', 'one', 'blame', 'kronosstar', 'pokrally']",[],0.0,0.0,0.0
1036,mbdata,20140123183128,KronosQuoth,intuition influences your own observations #pokrally #hi,,,,1,"['#POKRally', '#HI']",0.6,1,2014-01-23 18:31:28,66688.0,"['intuition', 'influences', 'your', 'own', 'observations', '#', 'pokrally', '#', 'hi']","['intuition', 'influences', 'observations', 'pokrally']",[],0.0,0.0,0.0
1037,mbdata,20140123183128,KronosQuoth,believe you can and youre halfway there.  #kronosstar #pokrally,,,,1,"['#KronosStar', '#POKRally']",0.0,1,2014-01-23 18:31:28,66688.0,"['believe', 'you', 'can', 'and', 'youre', 'halfway', 'there', '.', '#', 'kronosstar', '#', 'pokrally']","['believe', 'youre', 'halfway', 'kronosstar', 'pokrally']",[],0.0,0.0,0.0
1038,mbdata,20140123183128,KronosQuoth,life is not about finding yourself. life is about creating yourself.  #pokrally #hi,,,,1,"['#POKRally', '#HI']",0.0,1,2014-01-23 18:31:28,66688.0,"['life', 'is', 'not', 'about', 'finding', 'yourself', '.', 'life', 'is', 'about', 'creating', 'yourself', '.', '#', 'pokrally', '#', 'hi']","['life', 'finding', 'life', 'creating', 'pokrally']",[],0.0,0.0,0.0
1039,mbdata,20140123183128,KronosQuoth,"either you run the day, or the day runs you.  #kronosstar #pokrally",,,,1,"['#KronosStar', '#POKRally']",0.0,1,2014-01-23 18:31:28,66688.0,"['either', 'you', 'run', 'the', 'day', ',', 'or', 'the', 'day', 'runs', 'you', '.', '#', 'kronosstar', '#', 'pokrally']","['either', 'run', 'day', 'day', 'runs', 'kronosstar', 'pokrally']",[],0.0,0.0,0.0
1040,mbdata,20140123183152,KronosQuoth,"people often say that motivation doesnt last. well, neither does bathing.  thats why we recommend it daily.  #kronosstar #pokrally",,,,1,"['#KronosStar', '#POKRally']",0.0,1,2014-01-23 18:31:52,66712.0,"['people', 'often', 'say', 'that', 'motivation', 'doesnt', 'last', '.', 'well', ',', 'neither', 'does', 'bathing', '.', 'thats', 'why', 'we', 'recommend', 'it', 'daily', '.', '#', 'kronosstar', '#', 'pokrally']","['people', 'often', 'say', 'motivation', 'doesnt', 'last', 'well', 'neither', 'bathing', 'thats', 'recommend', 'daily', 'kronosstar', 'pokrally']",[],0.0,0.0,0.0
1041,mbdata,20140123183152,Clevvah4Evah,my boss just made a 360 on his last decision! #pok #rally #grammar,,,,1,"['#POK', '#Rally', '#Grammar']",0.0,1,2014-01-23 18:31:52,66712.0,"['my', 'boss', 'just', 'made', 'a', '360', 'on', 'his', 'last', 'decision', '!', '#', 'pok', '#', 'rally', '#', 'grammar']","['boss', 'made', '360', 'last', 'decision', 'pok', 'rally', 'grammar']",[],0.0,0.0,0.0
1042,mbdata,20140123183213,cheapgoods998,i got cheap medication online without a prescription meds.kronos/cheapmeds #kronos #abila,,,,1,"['#kronos', '#abila']",0.4,1,2014-01-23 18:32:13,66733.0,"['i', 'got', 'cheap', 'medication', 'online', 'without', 'a', 'prescription', 'meds.kronos/cheapmeds', '#', 'kronos', '#', 'abila']","['got', 'cheap', 'medication', 'online', 'without', 'prescription', 'meds.kronos/cheapmeds', 'kronos', 'abila']",[],0.0,0.0,0.0
1043,mbdata,20140123183213,KronosQuoth,if you are not willing to risk the usual you will have to settle for the ordinary.  #pokrally #hi,,,,1,"['#POKRally', '#HI']",-0.20833333333333334,0,2014-01-23 18:32:13,66733.0,"['if', 'you', 'are', 'not', 'willing', 'to', 'risk', 'the', 'usual', 'you', 'will', 'have', 'to', 'settle', 'for', 'the', 'ordinary', '.', '#', 'pokrally', '#', 'hi']","['willing', 'risk', 'usual', 'settle', 'ordinary', 'pokrally']",[],0.0,0.0,0.0
1044,mbdata,20140123183213,KronosQuoth,"good things come to people who wait, but better things come to those who go out and get them.  #pokrally #hi",,,,1,"['#POKRally', '#HI']",0.6,1,2014-01-23 18:32:13,66733.0,"['good', 'things', 'come', 'to', 'people', 'who', 'wait', ',', 'but', 'better', 'things', 'come', 'to', 'those', 'who', 'go', 'out', 'and', 'get', 'them', '.', '#', 'pokrally', '#', 'hi']","['good', 'things', 'come', 'people', 'wait', 'better', 'things', 'come', 'go', 'get', 'pokrally']",[],0.0,0.0,0.0
1045,mbdata,20140123183213,maskedWoman101,you r famous now haha  badprofiles.kronos/tacky   #abila #pictures,,,,1,"['#abila', '#pictures']",0.35,1,2014-01-23 18:32:13,66733.0,"['you', 'r', 'famous', 'now', 'haha', 'badprofiles.kronos/tacky', '#', 'abila', '#', 'pictures']","['r', 'famous', 'haha', 'badprofiles.kronos/tacky', 'abila', 'pictures']",[],0.0,0.0,0.0
1046,mbdata,20140123183221,maha_Homeland,dr. newman advises activists to keep the pressure on and never let up,,,,1,[],0.0,1,2014-01-23 18:32:21,66741.0,"['dr.', 'newman', 'advises', 'activists', 'to', 'keep', 'the', 'pressure', 'on', 'and', 'never', 'let', 'up']","['dr.', 'newman', 'advises', 'activists', 'keep', 'pressure', 'never', 'let']",[],0.0,0.0,0.0
1047,ccdata,20140123183221,,traffic stop,,,N. Pilau St / N. Aveny St,0,[],0.0,1,2014-01-23 18:32:21,66741.0,"['traffic', 'stop']","['traffic', 'stop']",['emergency'],0.0,22.5,0.0
1048,ccdata,20140123183223,,park check,,,3801 N. Spetson St,0,[],0.0,1,2014-01-23 18:32:23,66743.0,"['park', 'check']","['park', 'check']",[],0.0,0.0,0.0
1049,ccdata,20140123183224,,suspicious subject/circumstances-in progress,,,1218 Ipsilantou Ave,0,[],0.0,1,2014-01-23 18:32:24,66744.0,"['suspicious', 'subject/circumstances-in', 'progress']","['suspicious', 'subject/circumstances-in', 'progress']",[],0.0,0.0,0.0
1050,mbdata,20140123183239,KronosQuoth,"thinking should become your capital asset, no matter whatever ups and downs you come across in your life.  #pokrally #hi",,,,1,"['#POKRally', '#HI']",0.0,1,2014-01-23 18:32:39,66759.0,"['thinking', 'should', 'become', 'your', 'capital', 'asset', ',', 'no', 'matter', 'whatever', 'ups', 'and', 'downs', 'you', 'come', 'across', 'in', 'your', 'life', '.', '#', 'pokrally', '#', 'hi']","['thinking', 'become', 'capital', 'asset', 'matter', 'whatever', 'ups', 'downs', 'come', 'across', 'life', 'pokrally']",[],0.0,0.0,0.0
1051,mbdata,20140123183239,KronosQuoth,how wonderful it is that nobody need wait a single moment before starting to improve the world.  #kronosstar #pokrally,,,,1,"['#KronosStar', '#POKRally']",0.30952380952380953,1,2014-01-23 18:32:39,66759.0,"['how', 'wonderful', 'it', 'is', 'that', 'nobody', 'need', 'wait', 'a', 'single', 'moment', 'before', 'starting', 'to', 'improve', 'the', 'world', '.', '#', 'kronosstar', '#', 'pokrally']","['wonderful', 'nobody', 'need', 'wait', 'single', 'moment', 'starting', 'improve', 'world', 'kronosstar', 'pokrally']",[],0.0,0.0,0.0
1052,mbdata,20140123183239,KronosQuoth,the question isnt who is going to let me; its who is going to stop me.  #kronosstar #pokrally,,,,1,"['#KronosStar', '#POKRally']",0.0,1,2014-01-23 18:32:39,66759.0,"['the', 'question', 'isnt', 'who', 'is', 'going', 'to', 'let', 'me', ';', 'its', 'who', 'is', 'going', 'to', 'stop', 'me', '.', '#', 'kronosstar', '#', 'pokrally']","['question', 'isnt', 'going', 'let', ';', 'going', 'stop', 'kronosstar', 'pokrally']",[],0.0,0.0,0.0
1053,mbdata,20140123183239,KronosQuoth,"when everything seems to be going against you, remember that the airplane takes off against the wind, not with it.  #kronosstar #pokrally",,,,1,"['#KronosStar', '#POKRally']",0.0,1,2014-01-23 18:32:39,66759.0,"['when', 'everything', 'seems', 'to', 'be', 'going', 'against', 'you', ',', 'remember', 'that', 'the', 'airplane', 'takes', 'off', 'against', 'the', 'wind', ',', 'not', 'with', 'it', '.', '#', 'kronosstar', '#', 'pokrally']","['everything', 'seems', 'going', 'remember', 'airplane', 'takes', 'wind', 'kronosstar', 'pokrally']",[],0.0,0.0,0.0
1054,mbdata,20140123183308,KronosQuoth,nothing in the world is more common than unsuccessful people with talent.  #pokrally #hi,,,,1,"['#POKRally', '#HI']",0.1,1,2014-01-23 18:33:08,66788.0,"['nothing', 'in', 'the', 'world', 'is', 'more', 'common', 'than', 'unsuccessful', 'people', 'with', 'talent', '.', '#', 'pokrally', '#', 'hi']","['nothing', 'world', 'common', 'unsuccessful', 'people', 'talent', 'pokrally']",[],0.0,0.0,0.0
1055,mbdata,20140123183308,Clevvah4Evah,serving filay minion tonite #pok #rally #grammar,,,,1,"['#POK', '#Rally', '#Grammar']",0.0,1,2014-01-23 18:33:08,66788.0,"['serving', 'filay', 'minion', 'tonite', '#', 'pok', '#', 'rally', '#', 'grammar']","['serving', 'filay', 'minion', 'tonite', 'pok', 'rally', 'grammar']",[],0.0,0.0,0.0
1056,mbdata,20140123183308,Clevvah4Evah,my hand hurts i think i have carpet tunnel #pok #rally #grammar,,,,1,"['#POK', '#Rally', '#Grammar']",0.0,1,2014-01-23 18:33:08,66788.0,"['my', 'hand', 'hurts', 'i', 'think', 'i', 'have', 'carpet', 'tunnel', '#', 'pok', '#', 'rally', '#', 'grammar']","['hand', 'hurts', 'think', 'carpet', 'tunnel', 'pok', 'rally', 'grammar']",[],0.0,0.0,0.0
1057,mbdata,20140123183324,pashmina887,can't wait until my cruise leaves this stinking island. #downwithkronos,,,,1,['#downwithkronos'],0.0,1,2014-01-23 18:33:24,66804.0,"['ca', ""n't"", 'wait', 'until', 'my', 'cruise', 'leaves', 'this', 'stinking', 'island', '.', '#', 'downwithkronos']","['ca', 'wait', 'cruise', 'leaves', 'stinking', 'island', 'downwithkronos']",[],0.0,0.0,0.0
1058,mbdata,20140123183324,choconibbs,another half hour wasted #pokrally,,,,1,['#POKRally'],-0.18333333333333335,0,2014-01-23 18:33:24,66804.0,"['another', 'half', 'hour', 'wasted', '#', 'pokrally']","['another', 'half', 'hour', 'wasted', 'pokrally']",[],0.0,0.0,0.0
1059,mbdata,20140123183324,truccotrucco,not really feelin the doc kinda wish sylvia would just keep speaking #pok,36.052,24.852,,1,['#POK'],-0.1,0,2014-01-23 18:33:24,66804.0,"['not', 'really', 'feelin', 'the', 'doc', 'kinda', 'wish', 'sylvia', 'would', 'just', 'keep', 'speaking', '#', 'pok']","['really', 'feelin', 'doc', 'kinda', 'wish', 'sylvia', 'would', 'keep', 'speaking', 'pok']",[],0.0,0.0,0.0
1060,mbdata,20140123183334,KronosQuoth,develop success from failures. discouragement and failure are two of the surest stepping stones to success.  #pokrally #hi,,,,1,"['#POKRally', '#HI']",0.09444444444444443,1,2014-01-23 18:33:34,66814.0,"['develop', 'success', 'from', 'failures', '.', 'discouragement', 'and', 'failure', 'are', 'two', 'of', 'the', 'surest', 'stepping', 'stones', 'to', 'success', '.', '#', 'pokrally', '#', 'hi']","['develop', 'success', 'failures', 'discouragement', 'failure', 'two', 'surest', 'stepping', 'stones', 'success', 'pokrally']",[],0.0,0.0,0.0
1061,mbdata,20140123183354,KronosQuoth,all progress takes place outside the comfort zone.  #pokrally #hi,,,,1,"['#POKRally', '#HI']",0.0,1,2014-01-23 18:33:54,66834.0,"['all', 'progress', 'takes', 'place', 'outside', 'the', 'comfort', 'zone', '.', '#', 'pokrally', '#', 'hi']","['progress', 'takes', 'place', 'outside', 'comfort', 'zone', 'pokrally']",[],0.0,0.0,0.0
1062,mbdata,20140123183354,KronosQuoth,"do what you can, where you are, with what you have.  #kronosstar #pokrally",,,,1,"['#KronosStar', '#POKRally']",0.0,1,2014-01-23 18:33:54,66834.0,"['do', 'what', 'you', 'can', ',', 'where', 'you', 'are', ',', 'with', 'what', 'you', 'have', '.', '#', 'kronosstar', '#', 'pokrally']","['kronosstar', 'pokrally']",[],0.0,0.0,0.0
1063,mbdata,20140123183354,KronosQuoth,what's the point of being alive if you don't at least try to do something remarkable.  #pokrally #hi,,,,1,"['#POKRally', '#HI']",0.18333333333333335,1,2014-01-23 18:33:54,66834.0,"['what', ""'s"", 'the', 'point', 'of', 'being', 'alive', 'if', 'you', 'do', ""n't"", 'at', 'least', 'try', 'to', 'do', 'something', 'remarkable', '.', '#', 'pokrally', '#', 'hi']","['point', 'alive', 'least', 'try', 'something', 'remarkable', 'pokrally']",[],0.0,0.0,0.0
1064,mbdata,20140123183418,trollingsnark,"hello, all. how is your evening going in our island ""paradise""? #abilaparadise",,,,1,['#abilaparadise'],0.0,1,2014-01-23 18:34:18,66858.0,"['hello', ',', 'all', '.', 'how', 'is', 'your', 'evening', 'going', 'in', 'our', 'island', '``', 'paradise', ""''"", '?', '#', 'abilaparadise']","['hello', 'evening', 'going', 'island', '``', 'paradise', 'abilaparadise']",[],0.0,0.0,0.0
1065,mbdata,20140123183418,choconibbs,ok fellow flits i'm off to get some enviro-harmful coffee. #pokrally,,,,1,['#POKRally'],0.5,1,2014-01-23 18:34:18,66858.0,"['ok', 'fellow', 'flits', 'i', ""'m"", 'off', 'to', 'get', 'some', 'enviro-harmful', 'coffee', '.', '#', 'pokrally']","['ok', 'fellow', 'flits', ""'m"", 'get', 'enviro-harmful', 'coffee', 'pokrally']",[],0.0,0.0,0.0
1066,mbdata,20140123183418,Officia1AbilaPost,"#afd breaking scandal: setting fires in rundown neighborhoods for training exercises, accidental urban renewal.  smad.co.kronos/383xaw",,,,0,['#AFD'],0.0,1,2014-01-23 18:34:18,66858.0,"['#', 'afd', 'breaking', 'scandal', ':', 'setting', 'fires', 'in', 'rundown', 'neighborhoods', 'for', 'training', 'exercises', ',', 'accidental', 'urban', 'renewal', '.', 'smad.co.kronos/383xaw']","['afd', 'breaking', 'scandal', ':', 'setting', 'fires', 'rundown', 'neighborhoods', 'training', 'exercises', 'accidental', 'urban', 'renewal', 'smad.co.kronos/383xaw']",['fire'],16.666666666666664,0.0,0.0
1067,ccdata,20140123183418,,subject stop,,,S. Maskin St / S. Eleftherias St,0,[],-0.16666666666666666,0,2014-01-23 18:34:18,66858.0,"['subject', 'stop']","['subject', 'stop']",[],0.0,0.0,0.0
1068,mbdata,20140123183424,KronosQuoth,every child is an artist.  the problem is how to remain an artist once he grows up.  #kronosstar #pokrally,,,,1,"['#KronosStar', '#POKRally']",0.0,1,2014-01-23 18:34:24,66864.0,"['every', 'child', 'is', 'an', 'artist', '.', 'the', 'problem', 'is', 'how', 'to', 'remain', 'an', 'artist', 'once', 'he', 'grows', 'up', '.', '#', 'kronosstar', '#', 'pokrally']","['every', 'child', 'artist', 'problem', 'remain', 'artist', 'grows', 'kronosstar', 'pokrally']",[],0.0,0.0,0.0
1069,mbdata,20140123183424,KronosQuoth,develop success from failures. discouragement and failure are two of the surest stepping stones to success.  #pokrally #hi,,,,1,"['#POKRally', '#HI']",0.09444444444444443,1,2014-01-23 18:34:24,66864.0,"['develop', 'success', 'from', 'failures', '.', 'discouragement', 'and', 'failure', 'are', 'two', 'of', 'the', 'surest', 'stepping', 'stones', 'to', 'success', '.', '#', 'pokrally', '#', 'hi']","['develop', 'success', 'failures', 'discouragement', 'failure', 'two', 'surest', 'stepping', 'stones', 'success', 'pokrally']",[],0.0,0.0,0.0
1070,mbdata,20140123183424,KronosQuoth,"teach thy tongue to say, i do not know, and thous shalt progress.  #kronosstar #pokrally",,,,1,"['#KronosStar', '#POKRally']",0.0,1,2014-01-23 18:34:24,66864.0,"['teach', 'thy', 'tongue', 'to', 'say', ',', 'i', 'do', 'not', 'know', ',', 'and', 'thous', 'shalt', 'progress', '.', '#', 'kronosstar', '#', 'pokrally']","['teach', 'thy', 'tongue', 'say', 'know', 'thous', 'shalt', 'progress', 'kronosstar', 'pokrally']",[],0.0,0.0,0.0
1071,mbdata,20140123183448,KronosQuoth,intuition influences your own observations #pokrally #hi,,,,1,"['#POKRally', '#HI']",0.6,1,2014-01-23 18:34:48,66888.0,"['intuition', 'influences', 'your', 'own', 'observations', '#', 'pokrally', '#', 'hi']","['intuition', 'influences', 'observations', 'pokrally']",[],0.0,0.0,0.0
1072,mbdata,20140123183448,KronosQuoth,"people often say that motivation doesnt last. well, neither does bathing.  thats why we recommend it daily.  #kronosstar #pokrally",,,,1,"['#KronosStar', '#POKRally']",0.0,1,2014-01-23 18:34:48,66888.0,"['people', 'often', 'say', 'that', 'motivation', 'doesnt', 'last', '.', 'well', ',', 'neither', 'does', 'bathing', '.', 'thats', 'why', 'we', 'recommend', 'it', 'daily', '.', '#', 'kronosstar', '#', 'pokrally']","['people', 'often', 'say', 'motivation', 'doesnt', 'last', 'well', 'neither', 'bathing', 'thats', 'recommend', 'daily', 'kronosstar', 'pokrally']",[],0.0,0.0,0.0
1073,mbdata,20140123183448,KronosQuoth,every child is an artist.  the problem is how to remain an artist once he grows up.  #kronosstar #pokrally,,,,1,"['#KronosStar', '#POKRally']",0.0,1,2014-01-23 18:34:48,66888.0,"['every', 'child', 'is', 'an', 'artist', '.', 'the', 'problem', 'is', 'how', 'to', 'remain', 'an', 'artist', 'once', 'he', 'grows', 'up', '.', '#', 'kronosstar', '#', 'pokrally']","['every', 'child', 'artist', 'problem', 'remain', 'artist', 'grows', 'kronosstar', 'pokrally']",[],0.0,0.0,0.0
1074,mbdata,20140123183500,GreyCatCollectibles,omg -- really smells like smoke now,,,,1,[],0.2,1,2014-01-23 18:35:00,66900.0,"['omg', '--', 'really', 'smells', 'like', 'smoke', 'now']","['omg', '--', 'really', 'smells', 'like', 'smoke']",['fire'],16.666666666666664,0.0,0.0
1075,mbdata,20140123183500,POK,get involved!: pok.kronos/join,,,,1,[],0.0,1,2014-01-23 18:35:00,66900.0,"['get', 'involved', '!', ':', 'pok.kronos/join']","['get', 'involved', ':', 'pok.kronos/join']",[],0.0,0.0,0.0
1076,mbdata,20140123183500,ourcountryourrights,"dr. newman says """"keep the pressure up"""". #pok""""",,,,1,['#POK'],0.0,1,2014-01-23 18:35:00,66900.0,"['dr.', 'newman', 'says', '``', ""''"", 'keep', 'the', 'pressure', 'up', ""''"", ""''"", '.', '#', 'pok', ""''"", ""''""]","['dr.', 'newman', 'says', '``', 'keep', 'pressure', 'pok']",[],0.0,0.0,0.0
1077,mbdata,20140123183500,ReggieWassali,"""power is not only what you have, but what enemy thinks you have"" drnewman #pokrally",,,,1,['#POKRally'],0.0,1,2014-01-23 18:35:00,66900.0,"['``', 'power', 'is', 'not', 'only', 'what', 'you', 'have', ',', 'but', 'what', 'enemy', 'thinks', 'you', 'have', ""''"", 'drnewman', '#', 'pokrally']","['``', 'power', 'enemy', 'thinks', 'drnewman', 'pokrally']",[],0.0,0.0,0.0
1078,mbdata,20140123183500,FriendsOfKronos,whos the enemy doc? the people of kronos? the kidnapped victims of pok terrror? ridiculous #pok,,,,1,['#POK'],-0.3333333333333333,0,2014-01-23 18:35:00,66900.0,"['whos', 'the', 'enemy', 'doc', '?', 'the', 'people', 'of', 'kronos', '?', 'the', 'kidnapped', 'victims', 'of', 'pok', 'terrror', '?', 'ridiculous', '#', 'pok']","['whos', 'enemy', 'doc', 'people', 'kronos', 'kidnapped', 'victims', 'pok', 'terrror', 'ridiculous', 'pok']",[],0.0,0.0,0.0
1079,ccdata,20140123183500,,disturbance-noise,,,3114 N. Asiant St,0,[],0.0,1,2014-01-23 18:35:00,66900.0,['disturbance-noise'],['disturbance-noise'],[],0.0,0.0,0.0
1080,mbdata,20140123183514,KronosQuoth,"take up one idea. make that one idea your life - think of it, dream of it, live on that idea.#pokrally #hi",,,,1,"['#POKRally', '#HI']",0.13636363636363635,1,2014-01-23 18:35:14,66914.0,"['take', 'up', 'one', 'idea', '.', 'make', 'that', 'one', 'idea', 'your', 'life', '-', 'think', 'of', 'it', ',', 'dream', 'of', 'it', ',', 'live', 'on', 'that', 'idea.', '#', 'pokrally', '#', 'hi']","['take', 'one', 'idea', 'make', 'one', 'idea', 'life', 'think', 'dream', 'live', 'idea.', 'pokrally']",[],0.0,0.0,0.0
1081,mbdata,20140123183524,sarajane,rt @pashmina887 can't wait until my cruise leaves this stinking island. #downwithkronos,,,,1,['#downwithkronos'],0.0,1,2014-01-23 18:35:24,66924.0,"['rt', '@', 'pashmina887', 'ca', ""n't"", 'wait', 'until', 'my', 'cruise', 'leaves', 'this', 'stinking', 'island', '.', '#', 'downwithkronos']","['pashmina887', 'ca', 'wait', 'cruise', 'leaves', 'stinking', 'island', 'downwithkronos']",[],0.0,0.0,0.0
1082,mbdata,20140123183524,microBanana,rt @truccotrucco not really feelin the doc kinda wish sylvia would just keep speaking #pok,,,,1,['#POK'],-0.1,0,2014-01-23 18:35:24,66924.0,"['rt', '@', 'truccotrucco', 'not', 'really', 'feelin', 'the', 'doc', 'kinda', 'wish', 'sylvia', 'would', 'just', 'keep', 'speaking', '#', 'pok']","['truccotrucco', 'really', 'feelin', 'doc', 'kinda', 'wish', 'sylvia', 'would', 'keep', 'speaking', 'pok']",[],0.0,0.0,0.0
1083,mbdata,20140123183544,KronosQuoth,"to accomplish great things, we must not only act, but also dream, not only plan, but also believe. #pokrally #hi",,,,1,"['#POKRally', '#HI']",0.26666666666666666,1,2014-01-23 18:35:44,66944.0,"['to', 'accomplish', 'great', 'things', ',', 'we', 'must', 'not', 'only', 'act', ',', 'but', 'also', 'dream', ',', 'not', 'only', 'plan', ',', 'but', 'also', 'believe', '.', '#', 'pokrally', '#', 'hi']","['accomplish', 'great', 'things', 'must', 'act', 'also', 'dream', 'plan', 'also', 'believe', 'pokrally']",[],0.0,0.0,0.0
1084,mbdata,20140123183544,KronosQuoth,remember no one can make you feel inferior without your consent.  #kronosstar #pokrally,,,,1,"['#KronosStar', '#POKRally']",0.0,1,2014-01-23 18:35:44,66944.0,"['remember', 'no', 'one', 'can', 'make', 'you', 'feel', 'inferior', 'without', 'your', 'consent', '.', '#', 'kronosstar', '#', 'pokrally']","['remember', 'one', 'make', 'feel', 'inferior', 'without', 'consent', 'kronosstar', 'pokrally']",[],0.0,0.0,0.0
1085,mbdata,20140123183544,KronosQuoth,we can easily forgive a child who is afraid of the dark; the real tragedy of life is when men are afraid of the light.  #kronosstar #pokrally,,,,1,"['#KronosStar', '#POKRally']",-0.05277777777777776,0,2014-01-23 18:35:44,66944.0,"['we', 'can', 'easily', 'forgive', 'a', 'child', 'who', 'is', 'afraid', 'of', 'the', 'dark', ';', 'the', 'real', 'tragedy', 'of', 'life', 'is', 'when', 'men', 'are', 'afraid', 'of', 'the', 'light', '.', '#', 'kronosstar', '#', 'pokrally']","['easily', 'forgive', 'child', 'afraid', 'dark', ';', 'real', 'tragedy', 'life', 'men', 'afraid', 'light', 'kronosstar', 'pokrally']",[],0.0,0.0,0.0
1086,mbdata,20140123183614,KronosQuoth,the only person you are destined to become is the person you decide to be.  #kronosstar #pokrally,,,,1,"['#KronosStar', '#POKRally']",0.0,1,2014-01-23 18:36:14,66974.0,"['the', 'only', 'person', 'you', 'are', 'destined', 'to', 'become', 'is', 'the', 'person', 'you', 'decide', 'to', 'be', '.', '#', 'kronosstar', '#', 'pokrally']","['person', 'destined', 'become', 'person', 'decide', 'kronosstar', 'pokrally']",[],0.0,0.0,0.0
1087,mbdata,20140123183614,KronosQuoth,the mind is everything. what you think you become.   #kronosstar #pokrally,,,,1,"['#KronosStar', '#POKRally']",0.0,1,2014-01-23 18:36:14,66974.0,"['the', 'mind', 'is', 'everything', '.', 'what', 'you', 'think', 'you', 'become', '.', '#', 'kronosstar', '#', 'pokrally']","['mind', 'everything', 'think', 'become', 'kronosstar', 'pokrally']",[],0.0,0.0,0.0
1088,mbdata,20140123183614,KronosQuoth,"i have not failed. i've just found 10,000 ways that won't work.  #pokrally #hi",,,,1,"['#POKRally', '#HI']",0.25,1,2014-01-23 18:36:14,66974.0,"['i', 'have', 'not', 'failed', '.', 'i', ""'ve"", 'just', 'found', '10,000', 'ways', 'that', 'wo', ""n't"", 'work', '.', '#', 'pokrally', '#', 'hi']","['failed', ""'ve"", 'found', '10,000', 'ways', 'wo', 'work', 'pokrally']",[],0.0,0.0,0.0
1089,mbdata,20140123183614,KronosQuoth,"there is no chance, no destiny, no fate, that can hinder or control the firm resolve of a determined soul.  #pokrally #hi",,,,1,"['#POKRally', '#HI']",-0.2,0,2014-01-23 18:36:14,66974.0,"['there', 'is', 'no', 'chance', ',', 'no', 'destiny', ',', 'no', 'fate', ',', 'that', 'can', 'hinder', 'or', 'control', 'the', 'firm', 'resolve', 'of', 'a', 'determined', 'soul', '.', '#', 'pokrally', '#', 'hi']","['chance', 'destiny', 'fate', 'hinder', 'control', 'firm', 'resolve', 'determined', 'soul', 'pokrally']",[],0.0,0.0,0.0
1090,mbdata,20140123183621,blueSunshine,rt @maha_homeland dr. newman advises activists to keep the pressure on and never let up,,,,1,[],0.0,1,2014-01-23 18:36:21,66981.0,"['rt', '@', 'maha_homeland', 'dr.', 'newman', 'advises', 'activists', 'to', 'keep', 'the', 'pressure', 'on', 'and', 'never', 'let', 'up']","['maha_homeland', 'dr.', 'newman', 'advises', 'activists', 'keep', 'pressure', 'never', 'let']",[],0.0,0.0,0.0
1091,mbdata,20140123183637,KronosQuoth,we become what we think about.  #kronosstar #pokrally,,,,1,"['#KronosStar', '#POKRally']",0.0,1,2014-01-23 18:36:37,66997.0,"['we', 'become', 'what', 'we', 'think', 'about', '.', '#', 'kronosstar', '#', 'pokrally']","['become', 'think', 'kronosstar', 'pokrally']",[],0.0,0.0,0.0
